,precision,recall,f1-score,support
PC,0.9958677685950413,1.0,0.9979296066252588,482.0
RPi4,1.0,0.9957537154989384,0.997872340425532,471.0
accuracy,0.9979013641133263,0.9979013641133263,0.9979013641133263,0.9979013641133263
macro avg,0.9979338842975207,0.9978768577494692,0.9979009735253954,953.0
weighted avg,0.9979100361624448,0.9979013641133263,0.9979013040228754,953.0
